receiver_deployment_id,receiver_name,purchasing_organisation,receiver_project_name,receiver_status,receiver_deployment_datetime,installation_name,station_name,receiver_deployment_longitude,receiver_deployment_latitude,depth_below_surface,receiver_recovery_datetime,receiver_recovery_longitude,receiver_recovery_latitude,active
318536777,VR2AR-548795,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2024-11-08 05:10:00,Wenlock River,PM Mouth North AR,141.93668,-11.96253,8.0,2024-11-11 03:15:00,141.93668,-11.96253,NO
325325167,VR2AR-552756,University of the Sunshine Coast,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2024-04-30 18:41:00,Wenlock River,Andooma Jetty,141.81848,-12.61086,7.5,2024-11-16 23:43:00,141.81848,-12.61086,NO
326173843,VR2AR-552965,University of the Sunshine Coast,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2024-04-25 22:00:00,Wenlock River,Hey River upstream,141.90005,-12.81455,9.0,2024-11-17 02:45:00,141.90005,-12.81455,NO
325325196,VR2W-106886,IMOS Animal Tracking Facility,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-12-30 23:00:00,Wenlock River,Outer Anchorage Skardon Waverider,141.836783,-11.745633,13.0,2024-07-10 02:10:00,141.836783,-11.745633,NO
325325193,VR2W-106875,IMOS Animal Tracking Facility,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-12-30 22:00:00,Wenlock River,Old Offshore Anchorage Skardon Waverider,141.72065,-11.722667,20.999,2024-07-10 02:00:00,141.72065,-11.722667,NO
326173850,VR2W-101823,IMOS Animal Tracking Facility,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-12-13 20:00:00,Wenlock River,Boyd Point,141.647668,-12.901195,3.0,2024-12-12 00:00:00,141.647668,-12.901195,NO
325325220,VR2AR-552969,University of the Sunshine Coast,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-12-12 00:45:00,Wenlock River,Duyfken 40 mile reef,141.172633,-12.53485,34.3,2024-11-18 03:20:00,141.172633,-12.53485,NO
325325217,VR2AR-552970,University of the Sunshine Coast,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-12-11 22:13:00,Wenlock River,Duyfken Wreck,141.41225,-12.594517,33.3,2024-11-18 04:40:00,141.41225,-12.594517,NO
326175719,VR2AR-552967,University of the Sunshine Coast,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-11-13 02:30:00,Wenlock River,Hey Pt,141.89401,-12.72991,8.997,2024-11-17 01:45:00,141.89401,-12.72991,NO
325325160,VR2AR-552968,University of the Sunshine Coast,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-11-12 02:00:00,Wenlock River,Embley Shellbar,141.95235,-12.72758,8.0,2024-11-17 04:05:00,141.95235,-12.72758,NO
326173853,VR2AR-546488,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-11-12 01:00:00,Wenlock River,Jackson Channel,141.82396,-12.66689,9.0,2024-11-17 00:25:00,141.82396,-12.66689,NO
325325170,VR2AR-546493,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",DEPLOYED,2023-11-11 23:20:00,Wenlock River,Mission Bridge Rocky Pt,141.89166,-12.6016,7.5,,,,NO
326173856,VR2AR-552753,University of the Sunshine Coast,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-11-11 22:00:00,Wenlock River,Mission Bridge upstream,141.8972,-12.59614,6.978,2024-11-16 21:00:00,141.8972,-12.59614,NO
318536786,VR2AR-552752,University of the Sunshine Coast,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-11-10 02:30:00,Wenlock River,Skardon south AR,141.95734,-11.8007,7.0,2024-11-14 02:00:00,141.95734,-11.8007,NO
318536745,VR2AR-552749,University of the Sunshine Coast,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-11-10 00:50:00,Wenlock River,Namaleta Flats,141.98315,-12.02324,4.0,2024-11-12 03:25:00,141.98315,-12.02324,NO
318536834,VR2W-139425,University of the Sunshine Coast,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-11-09 04:45:00,Wenlock River,Pargon Creek mouth,142.04112,-12.00644,2.0,2024-11-13 03:40:00,142.04112,-12.00644,NO
318536831,VR2W-139828,University of the Sunshine Coast,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-11-09 04:30:00,Wenlock River,Pargon Creek northshore,142.03737,-11.99157,2.0,2024-11-13 03:20:00,142.03737,-11.99157,NO
318536819,VR2W-135698,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-11-09 04:05:00,Wenlock River,DUC2 2,142.07892,-11.98703,1.992,2024-11-13 02:55:00,142.07892,-11.98703,NO
318536810,VR2W-137826,University of the Sunshine Coast,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-11-09 03:30:00,Wenlock River,Dalhunty mouth,142.11223,-12.00561,2.0,2024-11-13 02:30:00,142.11223,-12.00561,NO
318536813,VR2W-138734,University of the Sunshine Coast,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-11-09 03:00:00,Wenlock River,Dalhunty twin creeks,142.14671,-11.97335,2.0,2024-11-13 01:15:00,142.14671,-11.97335,NO
406366674,VR2W-135695,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-11-09 02:30:00,Wenlock River,Dalhunty left,142.15456,-11.94787,2.0,2024-11-13 01:30:00,142.15456,-11.94787,NO
318536801,VR2W-135697,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-11-09 01:00:00,Wenlock River,South Alice,142.23012,-12.04688,2.0,2024-11-12 23:49:00,142.23012,-12.04688,NO
318536807,VR2W-135696,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-11-09 00:30:00,Wenlock River,No name creek,142.13786,-12.02338,2.0,2024-11-13 00:40:00,142.13786,-12.02338,NO
318536804,VR2W-138735,University of the Sunshine Coast,"Wenlock River Array, Gulf of Carpentaria",LOST,2023-11-09 00:00:00,Wenlock River,No name mouth,142.15257,-12.0203,1.997,2024-11-12 14:38:00,,,NO
318536780,VR2AR-552751,University of the Sunshine Coast,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-11-08 22:45:00,Wenlock River,Ducie to PM AR,142.01904,-12.05454,8.0,2024-11-12 04:01:00,142.01904,-12.05454,NO
318536837,VR2AR-552754,University of the Sunshine Coast,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-11-08 22:20:00,Wenlock River,PM Cullen AR,141.91116,-11.95843,11.0,2024-11-10 22:50:00,141.91116,-11.95843,NO
325325164,VR2AR-552755,University of the Sunshine Coast,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-11-08 05:01:00,Wenlock River,PM to Jaine AR,141.8763,-11.94042,5.5,2024-11-10 23:30:00,141.8763,-11.94042,NO
318536840,VR2AR-553928,University of the Sunshine Coast,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-11-08 03:25:00,Wenlock River,PM Ducie Namaleeda AR,141.93964,-11.99175,7.0,2024-11-11 04:05:00,141.93964,-11.99175,NO
318536783,VR2AR-546497,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-11-08 00:55:00,Wenlock River,PM Wenlock AR,141.9212,-12.00268,11.0,2024-11-12 02:00:00,141.9212,-12.00268,NO
318536774,VR2AR-553926,University of the Sunshine Coast,"Wenlock River Array, Gulf of Carpentaria",LOST,2023-11-07 23:20:00,Wenlock River,Janie Creek AR,141.82013,-12.02304,7.0,2024-04-14 23:50:00,,,NO
318536798,VR2AR-553927,University of the Sunshine Coast,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-11-07 04:10:00,Wenlock River,PM to Skardon AR,141.94073,-11.92637,6.992,2024-11-11 02:35:00,141.94073,-11.92637,NO
318536768,VR2AR-553929,University of the Sunshine Coast,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-11-07 02:25:00,Wenlock River,Kerr Reef 3,141.85612,-11.81062,9.0,2024-11-11 23:05:00,141.85612,-11.81062,NO
318536789,VR2AR-545963,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",DEPLOYED,2023-11-07 01:00:00,Wenlock River,Skardon AR,142.00908,-11.75672,9.0,,,,NO
318536792,VR2W-109347,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-11-07 00:30:00,Wenlock River,Skardon metro,142.04263,-11.7484,2.0,2024-11-12 00:45:00,142.04263,-11.7484,NO
318536795,VR2W-134261,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-11-06 23:30:00,Wenlock River,Skardon upstream,142.07047,-11.7946,2.0,2024-11-13 23:11:00,142.07047,-11.7946,NO
318536843,VR2W-139426,University of the Sunshine Coast,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-10-09 22:35:00,Wenlock River,Namaleta midstream site11S1,141.9566331,-11.94957,3.0,2024-11-12 05:10:00,141.956633,-11.94957,NO
325325209,VR2AR-552966,University of the Sunshine Coast,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-09-02 00:40:00,Wenlock River,Weipa Southern Sailfish Grounds_Pine River,141.23645,-13.1168,25.0,2024-11-18 01:10:00,141.23645,-13.1168,NO
311367921,VR2W-129278,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-08-29 05:45:00,Wenlock River,Woodfords waterhole,142.2017,-12.3972,1.0,2024-08-08 05:15:00,142.2017,-12.3972,NO
311367918,VR2W-101148,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-06-08 04:10:00,Wenlock River,Ducie Half Way Upper,142.30769,-12.15535,1.0,2024-07-03 23:57:00,142.30769,-12.15535,NO
422425963,VR2W-129279,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",DEPLOYED,2023-06-08 03:20:00,Wenlock River,Jardines Landing,142.33746,-12.15966,0.996,,,,NO
311367915,VR2W-131544,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-06-08 01:50:00,Wenlock River,Ducie 1,142.27863,-12.10678,1.0,2024-07-04 01:01:00,142.27863,-12.10678,NO
311367912,VR2W-122938,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-06-07 05:20:00,Wenlock River,Jut Out Midstream 2,142.05566,-12.27243,1.0,2024-06-29 06:15:00,142.05566,-12.27243,NO
311367909,VR2W-139212,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-06-07 04:45:00,Wenlock River,Jut out downstream 2,142.0408,-12.27891,1.0,2024-06-29 05:34:00,142.0408,-12.27891,NO
311367903,VR2W-103565,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-06-07 03:08:00,Wenlock River,Gibson Waterhole,142.1422,-12.38513,1.0,2024-06-23 06:30:00,142.1422,-12.38513,NO
311367900,VR2W-139211,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",LOST,2023-06-07 00:40:00,Wenlock River,Bullshark Camp,142.20241,-12.37458,1.0,2024-06-23 14:00:00,,,NO
311367894,VR2W-122988,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-06-06 06:38:00,Wenlock River,Island haulout 2,142.01735,-12.27,1.0,2024-06-30 02:00:00,142.01735,-12.27,NO
311367891,VR2W-110445,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-06-06 05:50:00,Wenlock River,Island midstream 3,141.99268,-12.27466,1.0,2024-06-30 01:25:00,141.99268,-12.27466,NO
311367888,VR2W-123180,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-06-06 05:20:00,Wenlock River,Island Downstream 2,141.97545,-12.2703,1.0,2024-06-30 00:43:00,141.97545,-12.2703,NO
311367885,VR2W-132644,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-06-06 05:00:00,Wenlock River,Hudson junction 2,141.96654,-12.27762,1.0,2024-06-30 00:20:00,141.96654,-12.27762,NO
311367873,VR2W-131545,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-06-06 03:00:00,Wenlock River,TPMTNEW1,141.91997,-12.26011,1.0,2024-06-29 03:00:00,141.91997,-12.26011,NO
311367861,VR2W-103562,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-06-06 02:15:00,Wenlock River,TPTWIN2,141.9155,-12.27909,1.0,2024-06-29 01:55:00,141.9155,-12.27909,NO
311367858,VR2W-103548,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-06-06 01:40:00,Wenlock River,Tentpole Upstream 1,141.93245,-12.312868,1.0,2024-06-29 00:52:00,141.93245,-12.312868,NO
311367855,VR2W-139213,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-06-06 01:20:00,Wenlock River,Tentpole Upstream 2,141.93442,-12.30519,1.0,2024-06-29 00:32:00,141.93442,-12.30519,NO
311367849,VR2W-122936,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-06-05 05:45:00,Wenlock River,Speartooth 1b,141.96339,-12.26835,1.0,2024-06-29 04:29:00,141.96339,-12.26835,NO
311367846,VR2W-114076,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",DEPLOYED,2023-06-05 05:12:00,Wenlock River,Wenlock tentpole mouth,141.93584,-12.25304,1.0,,,,NO
311367843,VR2W-139215,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-06-05 04:35:00,Wenlock River,Cloughs upstream,141.89893,-12.22495,1.0,2024-06-26 02:50:00,141.89893,-12.22495,NO
311367837,VR2W-114074,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-06-05 03:30:00,Wenlock River,Batavia 2,141.89883,-12.19463,1.0,2024-06-26 02:17:00,141.89883,-12.19463,NO
311367832,VR2W-110433,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-06-05 02:20:00,Wenlock River,WNM3,141.94527,-12.15417,1.0,2024-06-26 01:39:00,141.94527,-12.15417,NO
311367829,VR2W-110443,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-06-05 01:20:00,Wenlock River,WENMTH2MB,141.92944,-12.10333,1.0,2024-06-26 00:48:00,141.92944,-12.10333,NO
311367826,VR2W-123182,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-06-03 02:30:00,Wenlock River,Overhang,142.07111,-12.27098,1.0,2024-06-26 04:46:00,142.07111,-12.27098,NO
311367823,VR2W-101159,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-06-03 01:52:00,Wenlock River,Ling Creek Downstream,142.09888,-12.29222,1.0,2024-06-26 05:34:00,142.09888,-12.29222,NO
311367820,VR2W-101142,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-06-03 01:30:00,Wenlock River,Ling Creek Midstream,142.11166,-12.30608,1.0,2024-06-28 22:33:00,142.11166,-12.30608,NO
311367817,VR2W-129281,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-06-03 00:58:00,Wenlock River,Ling Creek,142.11389,-12.31397,1.0,2024-06-29 22:50:00,142.11389,-12.31397,NO
311367814,VR2W-114072,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-06-03 00:36:00,Wenlock River,Ling Creek Upstream,142.10956,-12.31705,1.0,2024-06-25 02:04:00,142.10956,-12.31705,NO
311367811,VR2W-135267,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-06-03 00:08:00,Wenlock River,Old Shack 2,142.11127,-12.33546,1.0,2024-06-25 01:42:00,142.11127,-12.33546,NO
311367808,VR2W-103558,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-06-02 04:35:00,Wenlock River,Chicane 4,142.11098,-12.35206,1.0,2024-06-25 01:00:00,142.11098,-12.35206,NO
311367801,VR2W-114077,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-06-02 03:59:00,Wenlock River,Rifle Bird Bend Downstream,142.12344,-12.39092,1.0,2024-06-25 00:15:00,142.12344,-12.39092,NO
311367798,VR2W-135270,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-06-02 03:15:00,Wenlock River,Rifle Bird Mid,142.12784,-12.38939,1.0,2024-06-25 04:19:00,142.12784,-12.38939,NO
311367795,VR2W-129283,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-06-02 01:33:00,Wenlock River,Stones far Downstream,142.17111,-12.38778,1.0,2024-06-24 22:11:00,142.17111,-12.38778,NO
311367790,VR2W-103555,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-06-02 01:10:00,Wenlock River,Stones Downstream,142.17334,-12.38813,1.0,2024-06-24 21:55:00,142.17334,-12.38813,NO
311367787,VR2W-120529,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-06-02 00:55:00,Wenlock River,Stones upstream,142.17509,-12.38784,1.0,2024-06-24 02:09:00,142.17509,-12.38784,NO
311367784,VR2W-129284,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-06-02 00:30:00,Wenlock River,Coolibah waterpump,142.17889,-12.38507,1.0,2024-06-23 03:15:00,142.17889,-12.38507,NO
311367772,VR2W-135268,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-06-01 06:40:00,Wenlock River,Rocky Hole Upstream,142.21358,-12.37835,1.0,2024-06-24 00:33:00,142.21358,-12.37835,NO
311367769,VR2W-122937,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-06-01 05:55:00,Wenlock River,Bluebottle,142.22984,-12.37586,1.0,2024-06-23 23:47:00,142.22984,-12.37586,NO
311367781,VR2W-103564,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-06-01 05:03:00,Wenlock River,Sawfish New 2,142.24773,-12.37275,1.0,2024-07-15 01:04:00,142.24773,-12.37275,NO
311367778,VR2W-114070,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-06-01 04:35:00,Wenlock River,Jabaru midstream 2,142.25313,-12.36879,1.0,2024-06-27 22:57:00,142.25313,-12.36879,NO
311367775,VR2W-135269,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-06-01 04:00:00,Wenlock River,Nimrod Creek,142.26057,-12.36615,1.0,2024-08-22 02:30:00,142.26057,-12.36615,NO
316776629,VR2AR-522970,University of the Sunshine Coast,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-03-22 06:01:00,Wenlock River,Embley Shellbar,141.95187,-12.7282,8.0,2023-11-12 02:00:00,141.95187,-12.7282,NO
316776623,VR2AR-522965,University of the Sunshine Coast,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-03-22 05:39:00,Wenlock River,Hey Pt,141.89355,-12.72953,6.994,2023-11-12 02:30:00,141.89355,-12.72953,NO
316776612,VR2AR-522969,University of the Sunshine Coast,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-03-22 05:12:00,Wenlock River,Jackson Channel,141.82439,-12.66699,9.0,2023-11-12 01:00:00,141.82439,-12.66699,NO
316776595,VR2AR-546488,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-03-21 03:25:00,Wenlock River,Mission Bridge Rocky Pt,141.89268,-12.60172,7.5,2023-11-11 23:20:00,141.89268,-12.60172,NO
316776601,VR2AR-552968,University of the Sunshine Coast,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-03-21 03:19:00,Wenlock River,Mission Bridge upstream,141.8972,-12.59614,7.0,2023-11-11 22:00:00,141.8972,-12.59614,NO
316776589,VR2AR-552967,University of the Sunshine Coast,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2023-03-21 02:50:00,Wenlock River,Andooma Jetty,141.82248,-12.60809,5.5,2023-11-11 23:19:00,141.82248,-12.60809,NO
315919298,VR2AR-552752,University of the Sunshine Coast,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2022-11-18 02:28:00,Wenlock River,Ducie to PM AR,142.01979,-12.05479,6.996,2023-11-08 22:45:00,142.01979,-12.05479,NO
315919355,VR2AR-552754,University of the Sunshine Coast,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2022-11-17 21:47:00,Wenlock River,PM to Skardon AR,141.9408,-11.92632,6.0,2023-11-07 03:30:00,141.9408,-11.92632,NO
315919292,VR2AR-552755,University of the Sunshine Coast,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2022-11-17 21:30:00,Wenlock River,PM Mouth North AR,141.93689,-11.96243,6.0,2023-11-08 05:00:00,141.93689,-11.96243,NO
316776528,VR2W-122934,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",DEPLOYED,2022-11-17 05:00:00,Wenlock River,Namaleta far upstream site11S0,141.97453,-11.88479,1.997,,,,NO
316776534,VR2W-110444,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2022-11-17 04:20:00,Wenlock River,Namaleta midstream site11S1,141.9566331,-11.94947231,2.0,2023-11-09 22:30:00,141.956633,-11.949472,NO
316776518,VR2AR-552749,University of the Sunshine Coast,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2022-11-17 03:00:00,Wenlock River,PM Ducie Namaleeda AR,141.95203,-11.99565,8.0,2023-11-08 03:25:00,141.95203,-11.99565,NO
315919227,VR2AR-546493,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2022-11-16 21:55:00,Wenlock River,Janie Creek AR,141.82056,-12.02361,5.995,2023-11-07 23:10:00,141.82056,-12.02361,NO
316776456,VR2W-135695,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2022-11-16 05:06:00,Wenlock River,South Alice,142.23013,-12.04688,1.997,2023-11-09 01:00:00,142.23013,-12.04688,NO
316776468,VR2W-135697,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2022-11-16 04:40:00,Wenlock River,No name creek,142.1398,-12.02337,2.0,2022-11-20 00:23:00,142.1398,-12.02337,NO
316776462,VR2W-135694,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2022-11-16 03:41:00,Wenlock River,No name mouth,142.15257,-13.0203,2.0,2023-11-09 00:00:00,142.15257,-13.0203,NO
316776486,VR2W-138734,University of the Sunshine Coast,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2022-11-16 02:50:00,Wenlock River,Dalhunty left,142.15453,-11.94779,2.0,2023-11-09 02:15:00,142.15453,-11.94779,NO
316776480,VR2W-137826,University of the Sunshine Coast,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2022-11-16 01:51:00,Wenlock River,Dalhunty twin creeks,142.14679,-11.97333,2.0,2023-11-09 02:50:00,142.14679,-11.97333,NO
316776474,VR2W-135698,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2022-11-16 01:01:00,Wenlock River,Dalhunty mouth,142.11223,-12.0054,2.0,2023-11-09 03:30:00,142.11223,-12.0054,NO
316776494,VR2W-137828,University of the Sunshine Coast,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2022-11-15 23:49:00,Wenlock River,DUC2 2,142.07899,-11.987,2.0,2023-11-09 04:00:00,142.07899,-11.987,NO
316776500,VR2W-134262,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RETURNED_TO_VENDOR,2022-11-15 23:27:00,Wenlock River,Pargon Creek northshore,142.03734,-11.99152,2.0,2023-11-09 04:00:00,142.03734,-11.99152,NO
316776506,VR2W-137827,University of the Sunshine Coast,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2022-11-15 22:23:00,Wenlock River,Pargon Creek mouth,142.04108,-12.00643,2.0,2023-11-09 04:40:00,142.04108,-12.00643,NO
315919361,VR2W-138736,University of the Sunshine Coast,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2022-11-15 02:50:00,Wenlock River,Skardon upstream,142.07043,-11.79459,2.0,2023-11-06 23:30:00,142.07043,-11.79459,NO
315919322,VR2W-138738,University of the Sunshine Coast,"Wenlock River Array, Gulf of Carpentaria",LOST,2022-11-15 02:00:00,Wenlock River,Skardon metro,142.04263,-11.7484,3.0,2023-11-07 02:00:00,,,NO
315919316,VR2AR-546497,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2022-11-15 00:52:00,Wenlock River,Skardon AR,142.00903,-11.75694,8.0,2023-11-07 00:45:00,142.00903,-11.75694,NO
315919310,VR2AR-552750,University of the Sunshine Coast,"Wenlock River Array, Gulf of Carpentaria",LOST,2022-11-14 23:50:00,Wenlock River,Skardon south AR,141.96413,-11.79902,6.0,2023-11-08 00:00:00,,,NO
315919304,VR2AR-552756,University of the Sunshine Coast,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2022-11-14 04:15:00,Wenlock River,PM Wenlock AR,141.92143,-12.00217,14.0,2023-11-08 00:00:00,141.92143,-12.00217,NO
316776540,VR2AR-552751,University of the Sunshine Coast,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2022-11-14 03:39:00,Wenlock River,PM to Jaine AR,141.86884,-11.94692,8.0,2023-11-07 22:00:00,141.86884,-11.94692,NO
316776512,VR2AR-552753,University of the Sunshine Coast,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2022-11-14 02:54:00,Wenlock River,PM Cullen AR,141.91129,-11.95845,14.0,2023-11-08 22:00:00,141.91129,-11.95845,NO
311367755,VR2W-129278,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2022-08-10 04:50:00,Wenlock River,Woodfords waterhole,142.20171,-12.39723,1.0,2023-08-29 05:35:00,142.20171,-12.39723,NO
311367554,VR2W-131544,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2022-07-06 04:00:00,Wenlock River,Ducie 1,142.27856,-12.10682,1.0,2023-06-08 01:30:00,142.27856,-12.10682,NO
311367560,VR2W-101148,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2022-07-06 03:00:00,Wenlock River,Ducie Half Way Upper,142.30771,-12.15531,1.0,2023-06-08 03:55:00,142.30771,-12.15531,NO
311367602,VR2W-129279,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2022-07-06 01:38:00,Wenlock River,Jardines Landing,142.33745,-12.15965,1.0,2023-06-08 03:10:00,142.33745,-12.15965,NO
311367707,VR2W-120529,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2022-07-05 05:27:00,Wenlock River,Stones upstream,142.17514,-12.38781,1.0,2023-06-02 00:40:00,142.17514,-12.38781,NO
311367566,VR2W-103565,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2022-07-05 04:18:00,Wenlock River,Gibson Waterhole,142.1422,-12.38514,1.0,2023-06-07 02:39:00,142.1422,-12.38514,NO
311367673,VR2W-135270,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2022-07-05 03:43:00,Wenlock River,Rifle Bird Mid,142.12793,-12.38939,1.0,2023-06-02 02:56:00,142.12793,-12.38939,NO
311367667,VR2W-114077,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2022-07-05 03:25:00,Wenlock River,Rifle Bird Bend Downstream,142.12343,-12.39092,1.0,2023-06-02 03:47:00,142.12343,-12.39092,NO
